avg_income,CAMPUS_VISIT,CAMPUS_VISIT_2,CONTACT_CODE1,Contact_Date,Contact_Month,Contact_Year,distance,Target_Enroll,ETHNICITY,hscrat,ID,init_span,Instate,int1rat,int2rat,interest,IRSCHOOL,LEVEL_YEAR,mailq,premiere,REFERRAL_CNTCTS,satscore,SELF_INIT_CNTCTS,sex,SOLICITED_CNTCTS,telecq,TERRITORY,TOTAL_CONTACTS,TRAVEL_INIT_CNTCTS
,0,0,LTR,17,Jan,2012,,0,,0.037651631,897,56,N,0.055555556,0.020380002,0,,FR04,5,0,0,,1,1,0,,N,1,0
,0,0,EML,23,Mar,2016,,0,,0.037651631,938,6,N,0.02739726,0.020380002,0,,FR04,5,0,0,,1,0,0,,N,1,0
,0,0,P02,21,Mar,2014,,0,N,0.037651631,952,30,N,0.019704433,0.020380002,0,,FR04,5,0,0,,0,1,1,,N,1,0
,0,0,EML,30,Dec,2015,,0,,0.037651631,970,9,N,0.02739726,0.035211268,0,,FR04,5,0,0,,1,0,0,,N,1,0
,0,0,EML,28,Jan,2016,,0,,0.037651631,990,8,N,0.002012072,0.009876543,0,,FR04,5,0,0,,1,,0,,N,1,0
,0,0,C02,27,Feb,2014,,0,B,0.037651631,998,31,N,0.009195402,0.005263158,0,,FR04,5,0,0,,0,0,1,,N,1,0
,0,0,N02,28,Feb,2014,,0,C,0.037651631,1023,31,N,0.005736138,0.020588235,0,,FR04,5,0,0,,0,0,1,,N,1,0
,0,0,EML,09,Jul,2015,,0,,0.037651631,1036,14,N,0.013157895,0,0,,FR04,5,0,0,,1,0,0,,N,1,0
,0,0,EML,12,Nov,2015,,0,,0.037651631,1052,10,N,0.009195402,0,0,,FR04,5,0,0,,1,0,0,,N,1,0
,0,0,N07,13,Feb,2014,,0,H,0,1228,31,N,0.012870013,0.020380002,0,100707,FR04,5,0,0,,0,1,1,,8,1,0
,0,0,ACT,06,Nov,2015,,0,C,0,1241,10,N,0.017182746,0.020380002,1,101348,FR04,5,0,0,1100,2,1,0,,N,2,0
,0,0,BHC,25,Nov,2014,,0,,0,1244,22,N,0.017182746,0.020380002,0,101521,FR04,3,0,0,,0,,0,,8,1,1
,0,0,P06,18,Feb,2015,,0,C,0,1257,19,N,0.017182746,0.020380002,0,141415,FR04,5,0,0,,1,0,1,,8,2,0
,0,0,AGN,18,Jul,2015,,0,,0,1265,14,N,0.017182746,0.020380002,0,153780,FR04,5,0,0,,0,1,1,,N,1,0
,0,0,HST,27,Oct,2015,,0,,0,1332,11,N,0.017182746,0.020380002,0,290134,FR04,5,0,0,,1,1,0,,N,1,0
,0,0,P06,26,Mar,2015,,0,C,0.058823529,1346,18,N,0.017182746,0.020380002,0,320548,FR04,5,0,0,,1,1,1,,N,2,0
,0,0,MCO,06,Nov,2015,,0,C,0,1357,10,N,0.017182746,0.020380002,0,363340,FR04,5,0,0,,0,,1,,N,1,0
,0,0,BHC,05,Nov,2015,,0,,0,1387,10,N,0.017182746,0.020380002,0,373610,FR04,2,0,0,,0,1,0,,N,1,1
,0,0,N08,27,Mar,2014,,0,C,0,1409,30,N,0.008955224,0,0,431830,FR04,5,0,0,,0,1,1,,N,1,0
,0,0,CIP,20,Oct,2015,,0,,0,1478,11,N,0.022587269,0.020380002,0,440325,FR04,3,0,0,,1,0,0,,N,2,1
,0,0,P02,26,Mar,2014,,0,H,0.054878049,1507,30,N,0.009195402,0.020380002,0,440557,FR04,5,0,0,,0,0,3,2,N,3,0
,0,0,LTR,01,Dec,2012,,0,,0.086956522,1552,45,N,0.012870013,0.020380002,0,441045,FR04,5,0,0,,1,1,0,,N,1,0
,0,0,LMA,30,Mar,2016,,0,A,0,1569,6,N,0.017182746,0.020380002,1,441172,FR04,5,0,0,1260,2,1,0,,8,2,0
,0,0,HSV,19,Nov,2014,,0,C,0,1577,22,N,0.017182746,0.020380002,0,441285,FR04,3,0,0,,0,0,0,,N,1,1
,0,0,PPT,03,Jul,2015,,0,,0.057142857,1580,14,N,0.017182746,0.020380002,0,441335,FR04,5,0,0,,0,1,1,,N,1,0
,0,0,CIP,13,Dec,2014,,0,B,0,1584,21,N,0.015772871,0.020380002,0,441337,FR04,5,0,0,,0,1,0,2,N,1,1
,0,0,HST,21,Nov,2015,,0,C,0.123134328,1599,10,N,0.017182746,0.020380002,0,441471,FR04,5,0,0,1310,2,1,0,4,N,2,0
,0,0,SAT,23,Jun,2015,,0,A,0.041666667,1615,15,N,0.017182746,0.020380002,0,441505,FR04,5,0,0,1350,4,1,0,2,8,4,0
,0,0,BHC,17,Feb,2012,,0,,0,1685,55,N,0.002012072,0.020380002,0,441865,FR04,3,0,0,,0,1,0,,N,1,1
,0,0,MCO,06,Nov,2015,,0,H,0.015625,1690,10,N,0.017182746,0.020380002,0,441910,FR04,5,0,0,,0,,1,,N,1,0
,0,0,CIP,18,Dec,2014,,0,H,0.00621118,1734,21,N,0.017182746,0.020380002,0,442224,FR04,2,0,0,,0,1,0,,N,1,1
,0,0,CIP,19,Dec,2014,,0,H,0.00621118,1735,21,N,0,0.020380002,0,442224,FR04,1,0,0,,1,,0,,N,2,1
,0,0,CIP,30,Dec,2014,,0,N,0.00990099,1769,21,N,0.019969278,0.020380002,0,442516,FR04,2,0,0,,2,1,0,,N,3,1
,0,0,BHC,13,Nov,2015,,0,,0.056603774,1797,10,N,0.029187817,0.020380002,0,442690,FR04,1,0,0,,0,1,0,3,N,1,1
,0,0,CIP,06,May,2014,,1,C,0.078571429,1804,28,N,0.017182746,0.020380002,0,442770,FR04,1,1,0,1170,7,0,0,1,N,8,1
,0,0,CIP,18,Sep,2014,,0,,0.038461538,1828,-216,N,0.012116317,0.009876543,0,442980,FR04,2,0,0,,0,0,0,,N,1,1
,0,0,N10,21,Feb,2014,,0,B,0,1844,31,N,0.029187817,0.032786885,0,443215,FR04,5,0,0,,0,1,1,,N,1,0
,0,0,PPT,03,Jul,2015,,0,,0.11038961,1867,14,N,0.017182746,0.020380002,0,443358,FR04,5,0,0,,0,1,1,,N,1,0
,0,0,CIP,23,Oct,2013,,0,,0,1882,35,N,0.005882353,0.020588235,0,443377,FR04,2,0,0,,0,0,0,,N,1,1
,0,0,CIP,17,Dec,2014,,0,H,0.016949153,1945,21,N,0.017182746,0.020380002,0,443451,FR04,3,0,0,,1,1,0,,N,2,1
,0,0,LMA,15,Dec,2015,,1,A,0.111111111,1953,9,N,0.017182746,0.020380002,0,443459,FR04,5,0,0,1190,1,1,0,,8,1,0
,0,0,CIP,01,Oct,2015,,0,,0.032679739,1976,11,N,0.017182746,0.020380002,0,443522,FR04,3,0,0,,0,,0,,N,1,1
,0,0,PPT,03,Jul,2015,,0,,0.058823529,1990,14,N,0.017182746,0.020380002,0,443560,FR04,5,0,0,,0,0,1,,N,1,0
,0,0,PPT,03,Jul,2015,,0,C,0.151898734,2066,14,N,0.017182746,0.020380002,0,444300,FR04,5,0,0,,0,1,1,,N,1,0
,0,0,CIP,30,Dec,2014,,0,H,0.045454545,2102,21,N,0.015772871,0.004901961,0,444596,FR04,2,0,0,,0,0,0,2,N,1,1
,0,0,CIP,10,Feb,2015,,0,,0,2148,19,N,0.017182746,0.020380002,0,445325,FR04,1,0,0,,0,0,0,,N,1,1
,0,0,N02,04,Feb,2014,,0,H,0,2163,31,N,0.018181818,0.059259259,0,445540,FR04,5,0,0,,0,1,1,,N,1,0
,0,0,N02,28,Feb,2014,,0,B,0.014084507,2242,31,N,0.009049774,0.020380002,0,446154,FR04,5,0,0,,2,1,1,,N,3,0
,0,0,PRC,15,Apr,2015,,0,O,0.025,2277,17,N,0.017182746,0.020380002,0,446313,FR04,5,0,0,,1,1,2,,N,3,0
,0,0,PCM,19,Apr,2014,,0,H,0,2289,29,N,0.017182746,0.020380002,0,446395,FR04,5,0,0,,0,1,1,,N,1,0
,0,0,CIP,12,Nov,2013,,0,,0.010869565,2299,34,N,0.017182746,0.020380002,0,446530,FR04,1,0,0,,0,0,0,,N,1,1
,0,0,PPT,03,Jul,2015,,0,N,0.03030303,2350,14,N,0.017182746,0.020380002,0,446930,FR04,5,0,0,,2,1,1,,N,3,0
,0,0,HSV,05,Sep,2015,,0,C,0.12,2367,12,N,0.022587269,0.021413276,0,447282,FR04,2,0,0,,0,1,0,,8,1,1
,0,0,SAT,17,Nov,2015,,0,B,0,2408,10,N,0.017182746,0.020380002,0,447492,FR04,5,0,0,540,1,1,0,,N,1,0
,0,0,ACT,25,Apr,2015,,1,C,0.25,2435,17,N,0.017182746,0.020380002,0,563100,FR04,5,0,0,1270,6,1,0,,N,6,0
,0,0,LMA,08,Jan,2016,,1,O,0.333333333,2448,8,N,0.017182746,0.020380002,0,619545,FR04,5,0,0,1250,1,1,0,,N,1,0
,0,0,LMA,24,Nov,2015,,1,A,0.333333333,2475,10,N,0.017182746,0.020380002,0,687225,FR04,5,0,0,1250,3,1,0,,N,3,0
,0,0,SAT,29,Jan,2016,,1,A,1,2489,8,N,0.017182746,0.020380002,0,697051,FR04,5,0,0,1410,2,1,0,,N,2,0
,0,0,BHC,20,Nov,2012,,0,,0,2501,46,N,0.017182746,0.020380002,1,734618,FR04,1,0,0,,0,0,0,,N,1,1
,0,0,SAT,07,Nov,2015,,1,C,0.5,2515,10,N,0.017182746,0.020380002,0,820185,FR04,5,1,0,1010,5,0,0,,N,5,0
,0,0,LMA,01,Mar,2016,,1,H,0.5,2521,6,N,0.017182746,0.020380002,0,862150,FR04,5,0,0,970,2,1,0,,N,2,0
,0,0,EML,23,Oct,2015,,0,C,0,2529,11,N,0.017182746,0.020380002,0,870760,FR04,5,0,0,1120,4,1,0,,N,4,0
,0,0,SAT,23,May,2015,,1,H,1,2533,16,N,0.017182746,0.020380002,0,878160,FR04,5,0,0,940,4,1,0,,N,4,0
,0,0,SAT,27,Oct,2015,,1,B,1,2536,11,N,0.017182746,0.020380002,0,886300,FR04,5,0,0,1230,3,0,0,,N,3,0
,0,0,LMA,05,Jan,2016,,1,C,1,2602,8,N,0.017182746,0.020380002,0,H00029,FR04,5,0,0,1360,2,1,0,,N,2,0
,0,0,LMA,02,Dec,2014,,0,B,0.091954023,2615,21,N,0.017182746,0.020380002,0,H03615,FR04,5,0,0,1190,2,0,0,,N,2,0
,0,0,LMA,14,Apr,2015,,1,B,0.091954023,2620,17,N,0.017182746,0.020380002,1,H03615,FR04,5,0,0,1240,2,0,0,,N,2,0
,0,0,LMA,30,Oct,2015,,1,O,0.091954023,2629,11,N,0.017182746,0.020380002,0,H03615,FR04,5,0,0,1050,2,0,0,,N,2,0
,0,0,SAT,19,Dec,2015,,1,O,0.091954023,2638,9,N,0.017182746,0.020380002,0,H03615,FR04,5,0,0,1460,1,0,0,,N,1,0
,0,0,LMA,23,Dec,2015,,0,C,0.091954023,2640,9,N,0.017182746,0.020380002,0,H03615,FR04,5,0,0,1060,2,0,0,,N,2,0
,0,0,LMA,06,Jan,2016,,1,B,0.091954023,2642,8,N,0.017182746,0.020380002,0,H03615,FR04,5,0,0,1150,2,1,0,,N,2,0
,0,0,,28,Apr,2016,,0,A,0.091954023,2684,5,N,0.015772871,0.044776119,0,H03615,FR04,5,0,0,,0,0,1,,N,1,0
,0,0,LMA,11,Nov,2015,,1,A,1,2686,10,N,0.017182746,0.020380002,0,H03650,FR04,5,0,0,1090,4,0,0,,N,4,0
,0,0,LMA,23,Feb,2016,,1,H,1,2687,7,N,0.017182746,0.020380002,0,H03652,FR04,5,0,0,1140,1,1,0,,N,1,0
79781,1,1+,LMI,02,Oct,2014,1600.047758,1,C,1,2730,23,N,0.083333333,0.011235955,0,222515,FR04,2,0,0,1050,10,0,0,,8,10,0
129811,1,1+,LMI,05,Aug,2015,1619.28026,1,C,1,2738,13,N,0.012870013,0.047619048,0,220645,FR04,5,0,0,1300,6,1,0,2,5,6,0
71174,1,1+,PHN,12,Feb,2015,1606.402312,1,C,0.333333333,2768,19,N,0.029187817,0.2,2,220860,FR04,5,1,0,1120,8,1,1,2,5,10,1
100358,1,1+,LMI,08,Oct,2014,1622.78305,1,C,0.5,2798,23,N,0.017699115,0.02,1,220495,FR04,1,0,0,1200,6,1,0,,8,6,0
50879,0,0,SAT,27,Oct,2015,1641.800269,1,O,0.5,2810,11,N,0.017182746,0.020380002,0,221323,FR04,5,0,0,1070,4,1,0,2,5,4,0
52455,0,0,PHN,13,Nov,2015,1601.159598,1,C,1,2831,10,N,0.017182746,0.020380002,0,400059,FR04,5,0,0,1010,4,0,0,,5,4,0
52455,0,0,LMI,20,Apr,2016,1601.159598,1,C,1,2832,5,N,0.017182746,0.020380002,0,400059,FR04,5,0,0,1070,3,0,0,,5,3,0
,0,0,COC,29,Oct,2014,,0,C,0,2834,23,N,0.017182746,0.020380002,0,400224,FR04,5,0,0,,0,1,1,,5,1,0
57615,0,0,PRC,24,Apr,2015,1597.012796,0,C,0,2839,17,N,0.017182746,0.020380002,0,400287,FR04,5,0,0,,1,1,1,,5,2,0
32323,0,0,CWY,20,Feb,2016,1599.861262,0,H,0,2840,7,N,0.017182746,0.020380002,0,41125,FR04,5,0,0,,0,1,1,,5,1,0
,1,1+,LMI,20,May,2015,,1,O,1,2855,16,N,0.019969278,0.012133468,0,300395,FR04,5,0,0,1300,9,1,0,2,5,9,0
42695,0,0,LMI,10,Sep,2014,1639.954705,1,C,0.5,2856,24,N,0.111111111,0.020380002,0,300104,FR04,5,1,0,1130,8,1,0,,8,8,0
36318,1,1+,LMI,23,Jul,2015,1659.508194,1,C,1,2873,14,N,0.100478469,0.011235955,1,300636,FR04,5,0,0,1310,9,1,1,2,5,10,0
66855,0,0,LMI,16,May,2015,1700.719388,1,C,1,2886,16,N,0.017182746,0.020380002,0,200278,FR04,5,0,0,1110,4,0,1,,5,5,0
33049,0,0,SAT,27,Oct,2015,1585.822126,0,C,0,2914,11,N,0.017182746,0.020380002,0,460085,FR04,5,0,0,1210,2,1,0,,5,2,0
33507,0,0,CLD,21,Mar,2014,1571.53225,0,,0.037651631,2920,30,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0
33611,0,0,CLD,26,Mar,2014,1547.444878,0,,0.037651631,2921,30,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0
77991,0,0,P02,21,Mar,2014,1540.533704,0,N,0.037651631,2929,30,N,0.012870013,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0
49414,0,0,PCG,19,Jun,2014,1544.501095,0,C,0.037651631,2931,27,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0
88483,0,0,PCG,04,Feb,2015,1500.235138,0,C,0,2959,19,N,0.017182746,0.020380002,0,70550,FR04,5,0,0,,1,1,1,,5,2,0
52315,0,0,SAT,17,Nov,2015,1477.551895,1,C,0.25,2993,10,N,0.017182746,0.020380002,0,70751,FR04,5,1,0,1370,4,1,1,,5,5,0
53225,0,0,PCG,21,Nov,2014,1439.439541,0,C,0,3000,22,N,0.017182746,0.020380002,0,310120,FR04,5,0,0,,0,1,1,,5,1,0
69115,0,0,CWY,25,Apr,2015,1435.795493,0,N,0,3013,17,N,0.003067485,0.011976048,0,311613,FR04,5,0,0,,1,1,1,,5,2,0
51254,0,0,LMA,05,Apr,2016,1432.425979,1,B,1,3036,5,N,0.017182746,0.020380002,0,311328,FR04,5,0,0,1200,2,1,0,,8,2,0
60428,0,0,CIP,10,Feb,2015,1439.325249,0,C,0,3041,19,N,0.017182746,0.020380002,0,311567,FR04,2,0,0,,0,1,0,,5,1,1
103326,0,0,EML,08,Jan,2014,1409.551978,1,C,0.5,3078,32,N,0.012116317,0.030612245,0,310227,FR04,3,1,0,1300,8,0,0,2,5,8,0
60904,1,1+,LMA,09,Dec,2015,1415.527221,1,C,1,3079,9,N,0.017182746,0.020380002,0,311002,FR04,5,0,0,1410,3,1,0,,5,3,0
127481,0,0,LMA,20,Oct,2015,1418.737425,1,C,0.5,3093,11,N,0.017182746,0.020380002,0,310765,FR04,5,0,0,1120,2,0,0,,5,2,0
,0,0,LOC,22,Oct,2015,,0,B,0,3095,11,N,0,0.011235955,0,310840,FR04,1,0,0,,2,0,0,,5,2,0
,1,1+,LMI,15,Jan,2015,1395.0977,1,C,1,3129,20,N,0.017182746,0.020380002,0,311302,FR04,5,1,0,1270,9,0,1,3,8,10,0
54987,0,0,CWY,13,Aug,2015,1362.333668,0,N,0.037651631,3132,13,N,0.003067485,0.021413276,0,,FR04,5,0,0,,1,1,1,,5,2,0
54987,0,0,PCG,31,Oct,2014,1362.333668,0,B,0,3133,23,N,0.017182746,0.020380002,0,310221,FR04,5,0,0,,1,1,1,,5,2,0
114854,0,0,LMI,30,Dec,2015,1409.19889,1,C,0.5,3138,9,N,0.017182746,0.020380002,0,240830,FR04,5,0,0,1210,4,1,0,,8,4,0
66436,0,0,SAT,25,Sep,2015,1411.252491,1,N,1,3141,12,N,0.017182746,0.020380002,0,311255,FR04,5,0,0,1180,2,,1,,5,3,0
66436,1,1+,CAV,16,Jul,2015,1411.252491,1,C,1,3142,14,N,0.030487805,0.012048193,0,311255,FR04,2,1,0,1270,7,1,1,4,5,8,0
90977,0,0,CWY,11,Aug,2015,1406.20029,0,N,0.037651631,3148,13,N,0,0.056338028,0,,FR04,5,0,0,,4,1,1,,5,5,0
,0,0,SAT,23,May,2015,,1,H,0.5,3194,16,N,0.053308824,0.020380002,0,576146,FR04,2,0,0,1230,6,0,0,,N,6,0
49733,0,0,PCG,19,Apr,2014,1450.359791,0,O,0,3220,29,N,0.017182746,0.020380002,0,333705,FR04,5,0,0,,0,0,1,,5,1,0
61868,0,0,PRC,06,Mar,2015,1435.615717,0,C,0,3227,18,N,0.017182746,0.020380002,0,335383,FR04,5,0,0,,1,0,1,,8,2,0
83329,0,0,SAT,07,Nov,2015,1465.976218,1,C,1,3247,10,N,0.017182746,0.020380002,0,335540,FR04,5,0,0,1240,6,1,0,,5,6,0
85990,0,0,PCG,08,May,2015,1470.881398,0,N,0,3252,16,N,0.017182746,0.020380002,0,336085,FR04,5,0,0,,1,1,1,,5,2,0
70888,0,0,EML,19,Nov,2014,1461.73122,0,N,0.037651631,3258,22,N,0.015772871,0.020380002,0,,FR04,5,0,0,,2,0,0,,5,2,0
56293,0,0,CWY,28,Apr,2015,1446.969612,0,N,0,3281,17,N,0.008955224,0.009876543,0,330790,FR04,5,0,0,,1,0,1,,5,2,0
50744,1,1+,LMI,19,Nov,2015,1457.821052,1,A,1,3321,10,N,0.029187817,0.020380002,1,331926,FR04,5,1,0,1090,7,1,1,1,5,8,0
42414,0,0,PCM,27,Apr,2016,1457.209769,0,N,0,3340,5,N,0.017182746,0.020380002,0,332560,FR04,5,0,0,,0,1,1,,5,1,0
27820,0,0,PRC,28,Mar,2015,1456.374764,0,N,0.037651631,3355,18,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0
70630,0,0,PCG,12,Apr,2014,1480.131312,0,C,0.037651631,3358,29,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0
35079,0,0,SAT,17,Nov,2015,1407.333442,1,C,1,3420,10,N,0.017182746,0.020380002,0,334355,FR04,5,0,0,1160,3,1,0,,5,3,0
51250,1,1+,SAT,25,Apr,2015,1384.007833,1,C,0.040697674,3440,17,N,0.029187817,0.020380002,0,442434,FR04,3,0,0,1200,4,0,0,2,5,4,0
40836,0,0,PCG,12,Apr,2014,1300.720599,0,C,0.037651631,3448,29,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,0,1,,5,1,0
60141,0,0,CWY,20,Feb,2016,1283.060494,0,C,0,3450,7,N,0.017182746,0.020380002,0,334325,FR04,5,0,0,,0,0,1,,5,1,0
60898,0,0,HST,23,Jan,2016,1154.751207,1,C,1,3505,8,N,0.017182746,0.020380002,0,391512,FR04,5,0,0,1150,3,0,0,,5,3,0
50099,0,0,PRC,31,Oct,2014,1139.860147,0,N,0.037651631,3511,23,N,0.017182746,0.020380002,0,,FR04,5,0,0,,0,0,1,,5,1,0
39939,0,0,CWY,14,Jun,2014,1163.926543,0,C,0.037651631,3538,27,N,0.019969278,0.01754386,0,,FR04,5,0,0,,0,1,1,,5,1,0
45816,0,0,LMI,15,Jul,2015,1304.613496,0,B,0,3585,14,N,0.019969278,0.020380002,0,391760,FR04,5,0,0,,2,1,0,,5,2,0
37821,0,0,CLD,10,Dec,2014,1268.399364,0,,0.037651631,3593,21,N,0.019969278,0.020380002,0,,FR04,5,0,0,,0,1,1,,5,1,0
43315,0,0,PHN,01,Sep,2015,1328.350696,1,C,1,3610,12,N,0.017182746,0.020380002,1,392050,FR04,5,0,0,1350,3,1,1,2,5,4,0
48134,0,0,CWY,14,Jun,2014,1315.531898,0,C,0.037651631,3612,27,N,0,0.011235955,0,,FR04,5,0,0,,0,1,1,,5,1,0
55750,0,0,LMI,27,Sep,2014,1382.935474,1,C,1,3628,24,N,0.017182746,0.020380002,0,391130,FR04,5,1,0,1090,8,0,1,2,5,9,0
55750,0,0,SPR,03,Apr,2015,1382.935474,1,N,1,3629,17,N,0.017182746,0.020380002,0,391130,FR04,5,1,0,1200,9,0,0,2,5,9,0
53761,0,0,PCG,31,Oct,2014,1392.188348,0,C,0,3675,23,N,0.017182746,0.020380002,0,390435,FR04,5,0,0,,1,1,1,,5,2,0
48352,0,0,PCG,04,Feb,2015,1390.833018,0,C,0,3680,19,N,0.017182746,0.020380002,0,391361,FR04,5,0,0,,1,1,1,,8,2,0
51042,0,0,PCM,21,Nov,2014,1377.606207,0,B,0,3689,22,N,0.017182746,0.020380002,0,391415,FR04,5,0,0,,1,1,1,,5,2,0
93308,0,0,PCG,24,Apr,2015,1346.958411,0,C,0,3711,17,N,0.017182746,0.020380002,0,394955,FR04,5,0,0,,1,0,1,,5,2,0
61814,0,0,PCG,28,Mar,2015,1339.463258,0,C,0.037651631,3732,18,N,0.017182746,0.020380002,0,,FR04,5,0,0,,1,0,1,,5,2,0
67623,0,0,BHC,05,Nov,2013,1350.953829,0,C,0,3749,34,N,0.005617978,0.012133468,0,80158,FR04,1,0,0,,0,1,0,,5,1,1
117689,1,1+,CAV,18,Aug,2015,1231.59516,1,C,0.25,3787,13,N,0.015772871,0.020588235,0,470549,FR04,2,0,0,1220,5,0,0,,2,5,0
117689,1,1+,BHC,19,Dec,2014,1231.59516,1,C,0.25,3788,21,N,0.00729927,0.007556675,2,470549,FR04,5,0,0,1310,7,0,0,2,2,8,1
,0,0,P06,18,Feb,2015,,0,C,0.25,3791,19,N,0.017182746,0.020380002,0,470549,FR04,5,0,0,,1,0,1,,2,2,0
102577,0,0,P04,14,Mar,2014,1234.117579,0,N,0.037651631,3816,30,N,0,0.020588235,0,,FR04,5,0,0,,0,1,1,,2,1,0
79058,0,0,P04,13,Mar,2014,1236.968091,0,N,0.037651631,3833,30,N,0.005736138,0.020380002,0,,FR04,5,0,0,,0,0,1,,2,1,0
60035,0,0,SPR,20,Mar,2015,1214.760985,1,C,1,3838,18,N,0.042105263,0.035211268,0,472311,FR04,1,1,0,1140,5,1,1,2,2,6,0
,0,0,EML,17,Sep,2015,1257.376055,1,C,0.5,3844,12,N,0.017182746,0.020380002,0,210703,FR04,5,1,0,1010,4,1,0,,8,4,0
